Process engraving	1
Process plate (halftone)	15
Process plates (halftone)	8
process print	20
punch engraving	2
red chalk, black chalk, white chalk	1
reddish-brown conté crayon	1
reduction linocut	22
reduction linocut, screenprint	4
reduction wood engraving	1
reduction woodcut	15
reduction woodcut, letterpress	1
Relief	1
Relief (?)	9
Relief (?) peliographs (?)	3
relief and embossed print	1
relief engraving	17
Relief engraving	3
Relief engraving, letterpress	32
relief engraving, letterpress	565
relief engraving, relief halftone, letterpress	3
relief etching	48
relief etching, aquatint	1
Relief etching, engraving	1
relief etching, letterpress	1
relief etching, relief engraving, letterpress	1
relief halftone, letterpress	1
relief halftone, metal relief, letterpress	3
relief monoprint	1
Relief print	2
relief print	95
relief print, chine collé, flocking, collage	1
relief print, embossing	1
relief print, etching	1
relief print, gold leaf	1
relief print, intaglio	3
relief print, letterpress	46
relief print, lithography	1
relief print, photopolymer etching	1
relief print, stencil	3
relief print, transfer lithography	1
relief print, wood engraving, embossing, mixed media	1
Relief printing, decorative paper, hand stitching, acrylic	1
relief rubbings	1
Reproduction of color wood engraving	3
Reproduction of wood engraving	1
risograph	2
Risograph	3
roulette	12
Roulette	4
roulette, etching, drypoint	4
rubber stamp	3
rubber stamp, collage	1
rubbing	4
rubbings	2
Salted paper print	340
Salted paper print (albumenized)	1
Salted paper print from a paper negative (calotype)	16
Salted paper print, gold toning	1
sand-ground, etching	1
Sandpaper mezzotint	1
scratchboard	3
screenprint	1151
Screenprint	51
Screenprint , rubber stamps, ball point pen	1
screenprint (?)	1
screenprint, acrylic, watercolor	1
screenprint, collage	5
screenprint, collage, graphite, stitching	6
screenprint, collage, hand-coloring	2
screenprint, digital print	1
screenprint, embossing	2
screenprint, etching	1
screenprint, hand-coloring	6
screenprint, hand-coloring, graphite	1
screenprint, inkjet print	1
screenprint, laser cut	4
screenprint, laser cut, collage, letterpress	1
screenprint, letterpress	6
screenprint, letterpress, photomechanical reproduction	1
screenprint, lithography	2
screenprint, lithography, blind embossing	1
screenprint, lithography, chine collé	1
screenprint, lithography, intaglio	1
screenprint, mixed media	4
screenprint, monoprint	9
screenprint, monotype, flocking, collage	1
screenprint, offset lithography	26
screenprint, pastel	2
screenprint, photoetching	1
screenprint, pochoir	1
screenprint, relief print	1
screenprint, relief print, embossing, stitching	1
screenprint, stencil	1
Screenprint, thermography, chromogenic print	1
screenprint, woodcut	2
screenprint, woodcut, wash	1
screenprint, Xerox transfer	1
screenprint; collage	8
screenprint; flocking	1
screenprint?	2
silk	1
silk aquatint	8
silk monotype	5
silkscreen	2
silkscreened pulp paint and collage	1
Silver dye bleach print	1
Silver-dye bleach print	693
silver, bas-relief, engraving, hand-coloring	2
soft ground	2
Soft ground	2
Soft ground etching	1
soft ground etching	6
soft ground etching, aquatint	1
Soft ground etching, drypoint	3
soft ground, aquatint	1
soft ground, aquatint,	1
soft ground, aquatint, etching	1
soft-ground Etching	1
Soft-ground etching	1
soft-ground etching	96
Soft-ground etching, aquatint	1
soft-ground etching, aquatint	21
soft-ground etching, aquatint, drypoint	1
soft-ground etching, aquatint, etching	1
soft-ground etching, aquatint, hard-ground etching	1
soft-ground etching, aquatint, roulette	1
soft-ground etching, aquatint, stencil	1
soft-ground etching, aquatint, stipple engraving	1
soft-ground etching, chiaroscuro woodcut	1
soft-ground etching, chine collé	1
soft-ground etching, drypoint	4
soft-ground etching, drypoint, etching	1
soft-ground etching, engraving	3
soft-ground etching, etching	4
soft-ground etching, etching, drypoint	1
soft-ground etching, etching, spit bite aquatint	1
soft-ground etching, flat bite etching, drypoint, aquatint	1
soft-ground etching, hard-ground etching, aquatint, drypoint, roulette	1
soft-ground etching, hard-ground etching, aquatint, spit bite aquatint	17
soft-ground etching, hard-ground etching, drypoint, collage	1
soft-ground etching, letterpress	1
soft-ground etching, monotype	1
soft-ground etching, roulette	1
soft-ground etching, sand-ground aquatint	3
soft-ground etching, spit bite aquatint	6
soft-ground etching, spit bite aquatint, sugar-lift	1
soft-ground, aquatint	1
Soft-ground, relief roll, monotype, chine colle	1
softground	2
softground and hardground etching with aquatint and spitbite aquatint,	1
Softground Etching	1
Softground etching	4
softground etching, linen chine colle	1
Softground, aquatint	1
solar-plate intaglio	12
solar-plate intaglio, letterpress	1
spit bite aquatint	32
spit bite aquatint, drypoint	1
spit bite aquatint, drypoint, etching	2
spit bite aquatint, drypoint, letterpress	3
spit bite aquatint, etching	6
spit bite aquatint, etching, soft-ground etching, chine collé	1
spit bite aquatint, flat bite etching, hard-ground etching, soft-ground etching	1
spit bite aquatint, flat bite etching, hard-ground etching, soft-ground etching, drypoint	1
spit bite aquatint, softground etching, drypoint	1
spit bite aquatint, sugar-lift aquatint	3
spit bite aquatint, sugar-lift aquatint, hard-ground etching, soft-ground etching, drypoint	1
steel engraving	10
steel engraving, chine collé	3
Stencil	1
stencil	13
Stencil litho	1
stencil prints	13
stencil, oil pastel	1
Stipple	2
stipple	4
stipple engraving	143
Stipple engraving	2
stipple engraving, aquatint, etching	1
stipple engraving, crayon manner	9
stipple engraving, crayon manner engraving	2
stipple engraving, etching	4
stipple engraving, etching, engraving	1
stipple engraving, hand-coloring	2
stipple engraving, pen and ink	1
stipple, engraving	2
stipple, etching	16
stone engraving	17
Stonecut, stencil	2
stratograph	1
sugar-lift aquatint	16
sugar-lift aquatint, drypoint	5
sugar-lift aquatint, etching, flat bite etching	1
sugar-lift aquatint, flat bite etching, etching	1
sugar-lift aquatint, photoetching	1
sugar-lift aquatint, pochoir	1
sugar-lift aquatint, viscosity etching	1
sugar-lift aquatint, white ground aquatint, soft-ground etching	1
tempera	6
tempera, charcoal	1
tempera, ink	1
Three layer carbon print of pigment and sumi ink	1
Tintype	59
transfer lithography	62
Transfer lithography, black crayon	1
type-metal engraving	4
type-metal engraving, etching	1
typescript	1
typewritten letter	1
Unknown	5
Vandyke print	3
various	7
viscosity etching, engraving	1
vitreograph	4
vitreograph, relief print	1
Wash	2
wash	39
wash drawing	2
wash manner	1
wash manner, aquatint	1
Watercolor	3
watercolor	97
watercolor, colored pencil	1
watercolor, gouache, graphite	2
watercolor, graphite	1
Watercolor, ink, pencil, colored pencil	1
watercolor, pen and ink	1
watercolor, tempera	1
waterless Lithography	1
waterless lithography	20
watermark	2
Waxed calotype negative	1
white ground aquatint	14
white ground aquatint, drypoint	1
white ground aquatint, mezzotint	1
white-line woodcut	2
white-line woodcut, letterpress	1
Wood block	31
Wood cut	6
wood Engraving	1
wood engraving	1632
Wood engraving	680
wood engraving , color	1
Wood engraving and letterpress	1
Wood engraving in black and red ink	1
Wood engraving in red ink with hand-applied gold and bronze pigment	1
wood engraving, embossing	1
wood engraving, hand-coloring	1
wood engraving, letterpress	52
wood engraving, photoengraving	1
wood engraving, photomechanical reproduction	8
wood engraving, relief print	1
Wood engraving.	1
Wood engraving/Embossing?	1
Wood engravng	27
Wood, aluminum, glass	2
Wood, brass, glass, ivory	1
Wood, metal, glass	1
Wood, paint	2
woodblock	13
Woodblock	14
woodblock, stencil monoprint	2
Woodblocks	10
woodburytype	4
Woodburytype	488
Woodcut	203
woodcut	6134
woodcut (?)	4
Woodcut and letterpress	3
woodcut,	2
woodcut, blind embossing	2
woodcut, chine collé	2
woodcut, collage, hand-coloring	1
woodcut, collage, stencil	1
Woodcut, Color	1
woodcut, color	2
Woodcut, color	4
woodcut, colored pencil	1
woodcut, embossing	3
woodcut, engraving	2
woodcut, etching, aquatint, flat bite etching, drypoint, chine collé, graphite	12
woodcut, gold leaf	3
woodcut, gouache, pen and ink	1
woodcut, graphite	1
woodcut, hand-coloring	108
woodcut, hand-coloring, letterpress	1
woodcut, intaglio	1
woodcut, laser engraving	1
woodcut, letterpress	17
Woodcut, linocut	1
woodcut, linocut	9
woodcut, linocut, pochoir	2
woodcut, lithography	4
woodcut, metal cut	10
woodcut, mezzotint, polymer relief, mixed media	1
woodcut, monoprint	1
woodcut, pen and ink	2
woodcut, pen and ink, gouache	1
woodcut, photopolymer relief	1
woodcut, pochoir	1
woodcut, relief etching, chine collé	1
woodcut, relief print	3
woodcut, screenprint	3
woodcut, silver leaf	9
woodcut, silverpoint, goldpoint	7
woodcut, spit bite aquatint, relief print	1
woodcut, stencil	3
woodcut, stencil, letterpress	1
woodcut, wash	1
woodcut, watercolor	1
woodcut, wax	3
woodcut, wood engraving	5
woodcut, wood engraving, photoengraving	1
Woodcuts	1
Xerox	10
xerox	2
Xerox transfer, photoengraving, spit bite aquatint, soft-ground etching	1
Xerox transfer, screenprint	1
xerox, hand-coloring	1
Xerox, letterpress	1
Xerox, lithography	2
Xerox, mixed media, hand-coloring	1
Xerox, screenprint, photolithography	1
zinc etching	21
zinc etching, relief etching	3
zinc plate	3
zincography	3
